Fecha,TCR 1/
28/04/17,7.33885
29/04/17,7.33885
30/04/17,7.33885
1/05/17,7.33885
2/05/17,7.339
3/05/17,7.34071
4/05/17,7.34121
5/05/17,7.3387
6/05/17,7.3387
7/05/17,7.3387
8/05/17,7.33502
9/05/17,7.336
10/05/17,7.3377
11/05/17,7.33339
12/05/17,7.33293
13/05/17,7.33293
14/05/17,7.33293
15/05/17,7.33294
16/05/17,7.33422
17/05/17,7.33551
18/05/17,7.33178
19/05/17,7.33552
20/05/17,7.33552
21/05/17,7.33552
22/05/17,7.3327
23/05/17,7.33503
24/05/17,7.33835
25/05/17,7.34186
26/05/17,7.34816
27/05/17,7.34816
28/05/17,7.34816
29/05/17,7.35153
30/05/17,7.34879
31/05/17,7.35264
1/06/17,7.35717
2/06/17,7.35864
3/06/17,7.35864
4/06/17,7.35864
5/06/17,7.35571
6/06/17,7.35089
7/06/17,7.34727
8/06/17,7.34751
9/06/17,7.34733
10/06/17,7.34733
11/06/17,7.34733
12/06/17,7.34406
13/06/17,7.34202
14/06/17,7.34327
15/06/17,7.33945
16/06/17,7.34268
17/06/17,7.34268
18/06/17,7.34268
19/06/17,7.3418
20/06/17,7.33821
21/06/17,7.33825
22/06/17,7.33689
23/06/17,7.33708
24/06/17,7.33708
25/06/17,7.33708
26/06/17,7.33406
27/06/17,7.33442
28/06/17,7.336
29/06/17,7.33516
30/06/17,7.33516
1/07/17,7.33516
2/07/17,7.33516
3/07/17,7.33516
4/07/17,7.33123
5/07/17,7.33135
6/07/17,7.33214
7/07/17,7.32816
8/07/17,7.32816
9/07/17,7.32816
10/07/17,7.32629
11/07/17,7.31921
12/07/17,7.31622
13/07/17,7.30393
14/07/17,7.29483
15/07/17,7.29483
16/07/17,7.29483
17/07/17,7.28746
18/07/17,7.28906
19/07/17,7.29304
20/07/17,7.29395
21/07/17,7.29349
22/07/17,7.29349
23/07/17,7.29349
24/07/17,7.29298
25/07/17,7.29003
26/07/17,7.29198
27/07/17,7.29042
28/07/17,7.28981
29/07/17,7.28981
30/07/17,7.28981
31/07/17,7.28235
1/08/17,7.27849
2/08/17,7.27341
3/08/17,7.27076
4/08/17,7.27372
5/08/17,7.27372
6/08/17,7.27372
7/08/17,7.27189
8/08/17,7.27228
9/08/17,7.27383
10/08/17,7.27541
11/08/17,7.27345
12/08/17,7.27345
13/08/17,7.27345
14/08/17,7.2697
15/08/17,7.2697
16/08/17,7.26986
17/08/17,7.27004
18/08/17,7.27317
19/08/17,7.27317
20/08/17,7.27317
21/08/17,7.26935
22/08/17,7.27247
23/08/17,7.27799
24/08/17,7.27505
25/08/17,7.27758
26/08/17,7.27758
27/08/17,7.27758
28/08/17,7.2824
29/08/17,7.28583
30/08/17,7.28789
31/08/17,7.29086
1/09/17,7.2964
2/09/17,7.2964
3/09/17,7.2964
4/09/17,7.29176
5/09/17,7.29697
6/09/17,7.29204
7/09/17,7.2923
8/09/17,7.29239
9/09/17,7.29239
10/09/17,7.29239
11/09/17,7.29129
12/09/17,7.292
13/09/17,7.29201
14/09/17,7.29227
15/09/17,7.29227
16/09/17,7.29227
17/09/17,7.29227
18/09/17,7.29292
19/09/17,7.29348
20/09/17,7.29387
21/09/17,7.29464
22/09/17,7.30357
23/09/17,7.30357
24/09/17,7.30357
25/09/17,7.31431
26/09/17,7.32164
27/09/17,7.32884
28/09/17,7.33372
29/09/17,7.34427
30/09/17,7.34427
1/10/17,7.34427
2/10/17,7.34988
3/10/17,7.34364
4/10/17,7.34327
5/10/17,7.34192
6/10/17,7.34378
7/10/17,7.34378
8/10/17,7.34378
9/10/17,7.34027
10/10/17,7.34417
11/10/17,7.34409
12/10/17,7.34409
13/10/17,7.34127
14/10/17,7.34127
15/10/17,7.34127
16/10/17,7.34129
17/10/17,7.34078
18/10/17,7.34422
19/10/17,7.34321
20/10/17,7.34321
21/10/17,7.34321
22/10/17,7.34321
23/10/17,7.34261
24/10/17,7.34331
25/10/17,7.34586
26/10/17,7.34622
27/10/17,7.34592
28/10/17,7.34592
29/10/17,7.34592
30/10/17,7.34387
31/10/17,7.34271
1/11/17,7.34271
2/11/17,7.34245
3/11/17,7.34134
4/11/17,7.34134
5/11/17,7.34134
6/11/17,7.33708
7/11/17,7.33413
8/11/17,7.33237
9/11/17,7.3305
10/11/17,7.32413
11/11/17,7.32413
12/11/17,7.32413
13/11/17,7.32102
14/11/17,7.32061
15/11/17,7.32337
16/11/17,7.32168
17/11/17,7.32897
18/11/17,7.32897
19/11/17,7.32897
20/11/17,7.32501
21/11/17,7.33049
22/11/17,7.33504
23/11/17,7.33309
24/11/17,7.33525
25/11/17,7.33525
26/11/17,7.33525
27/11/17,7.33841
28/11/17,7.34004
29/11/17,7.34178
30/11/17,7.34136
1/12/17,7.33996
2/12/17,7.33996
3/12/17,7.33996
4/12/17,7.33963
5/12/17,7.34028
6/12/17,7.34053
7/12/17,7.3373
8/12/17,7.33879
9/12/17,7.33879
10/12/17,7.33879
11/12/17,7.33766
12/12/17,7.33865
13/12/17,7.34074
14/12/17,7.33676
15/12/17,7.3395
16/12/17,7.3395
17/12/17,7.3395
18/12/17,7.33862
19/12/17,7.33874
20/12/17,7.34152
21/12/17,7.34168
22/12/17,7.34253
23/12/17,7.34253
24/12/17,7.34253
25/12/17,7.34253
26/12/17,7.3443
27/12/17,7.34413
28/12/17,7.34477
29/12/17,7.34477
30/12/17,7.34477
31/12/17,7.34477
1/01/18,7.34477
2/01/18,7.34746
3/01/18,7.34126
4/01/18,7.34148
5/01/18,7.34406
6/01/18,7.34406
7/01/18,7.34406
8/01/18,7.34077
9/01/18,7.33935
10/01/18,7.34239
11/01/18,7.34201
12/01/18,7.33984
13/01/18,7.33984
14/01/18,7.33984
15/01/18,7.33846
16/01/18,7.33785
17/01/18,7.33931
18/01/18,7.34071
19/01/18,7.34111
20/01/18,7.34111
21/01/18,7.34111
22/01/18,7.34189
23/01/18,7.34445
24/01/18,7.34736
25/01/18,7.34868
26/01/18,7.3486
27/01/18,7.3486
28/01/18,7.3486
29/01/18,7.34651
30/01/18,7.34993
31/01/18,7.35246
1/02/18,7.34864
2/02/18,7.34737
3/02/18,7.34737
4/02/18,7.34737
5/02/18,7.35044
6/02/18,7.35203
7/02/18,7.35273
8/02/18,7.35714
9/02/18,7.35779
10/02/18,7.35779
11/02/18,7.35779
12/02/18,7.3564
13/02/18,7.35883
14/02/18,7.35963
15/02/18,7.35764
16/02/18,7.35801
17/02/18,7.35801
18/02/18,7.35801
19/02/18,7.36064
20/02/18,7.36612
21/02/18,7.36476
22/02/18,7.36952
23/02/18,7.36797
24/02/18,7.36797
25/02/18,7.36797
26/02/18,7.37023
27/02/18,7.37298
28/02/18,7.37757
1/03/18,7.37651
2/03/18,7.37825
3/03/18,7.37825
4/03/18,7.37825
5/03/18,7.37723
6/03/18,7.37867
7/03/18,7.38002
8/03/18,7.38534
9/03/18,7.38842
10/03/18,7.38842
11/03/18,7.38842
12/03/18,7.3949
13/03/18,7.39983
14/03/18,7.40006
15/03/18,7.39907
16/03/18,7.40066
17/03/18,7.40066
18/03/18,7.40066
19/03/18,7.40006
20/03/18,7.40099
21/03/18,7.39972
22/03/18,7.39989
23/03/18,7.39761
24/03/18,7.39761
25/03/18,7.39761
26/03/18,7.3987
27/03/18,7.39778
28/03/18,7.39919
29/03/18,7.39919
30/03/18,7.39919
31/03/18,7.39919
1/04/18,7.39919
2/04/18,7.40398
3/04/18,7.40192
4/04/18,7.40348
5/04/18,7.40319
6/04/18,7.40095
7/04/18,7.40095
8/04/18,7.40095
9/04/18,7.39911
10/04/18,7.40214
11/04/18,7.40181
12/04/18,7.40113
13/04/18,7.39977
14/04/18,7.39977
15/04/18,7.39977
16/04/18,7.40189
17/04/18,7.40082
18/04/18,7.40499
19/04/18,7.40171
20/04/18,7.40069
21/04/18,7.40069
22/04/18,7.40069
23/04/18,7.4012
24/04/18,7.4024
25/04/18,7.40478
26/04/18,7.40187
27/04/18,7.4087
28/04/18,7.4087
29/04/18,7.4087
30/04/18,7.41205
1/05/18,7.41205
2/05/18,7.41487
3/05/18,7.41326
4/05/18,7.41529
5/05/18,7.41529
6/05/18,7.41529
7/05/18,7.416
8/05/18,7.41825
9/05/18,7.42103
10/05/18,7.42502
11/05/18,7.42315
12/05/18,7.42315
13/05/18,7.42315
14/05/18,7.42458
15/05/18,7.42243
16/05/18,7.42884
17/05/18,7.43436
18/05/18,7.44352
19/05/18,7.44352
20/05/18,7.44352
21/05/18,7.4454
22/05/18,7.45413
23/05/18,7.46214
24/05/18,7.46608
25/05/18,7.47266
26/05/18,7.47266
27/05/18,7.47266
28/05/18,7.47524
29/05/18,7.483
30/05/18,7.48295
31/05/18,7.48595
1/06/18,7.48448
2/06/18,7.48448
3/06/18,7.48448
4/06/18,7.48293
5/06/18,7.48251
6/06/18,7.47964
7/06/18,7.48219
8/06/18,7.4824
9/06/18,7.4824
10/06/18,7.4824
11/06/18,7.47961
12/06/18,7.48109
13/06/18,7.48376
14/06/18,7.48332
15/06/18,7.48058
16/06/18,7.48058
17/06/18,7.48058
18/06/18,7.48248
19/06/18,7.48296
20/06/18,7.48315
21/06/18,7.48813
22/06/18,7.48996
23/06/18,7.48996
24/06/18,7.48996
25/06/18,7.48919
26/06/18,7.49123
27/06/18,7.49386
28/06/18,7.49326
29/06/18,7.49326
30/06/18,7.49326
1/07/18,7.49326
2/07/18,7.49326
3/07/18,7.49349
4/07/18,7.49124
5/07/18,7.49133
6/07/18,7.48784
7/07/18,7.48784
8/07/18,7.48784
9/07/18,7.48759
10/07/18,7.48713
11/07/18,7.48647
12/07/18,7.4855
13/07/18,7.48203
14/07/18,7.48203
15/07/18,7.48203
16/07/18,7.48122
17/07/18,7.47831
18/07/18,7.48046
19/07/18,7.47875
20/07/18,7.47764
21/07/18,7.47764
22/07/18,7.47764
23/07/18,7.47632
24/07/18,7.47813
25/07/18,7.48146
26/07/18,7.49312
27/07/18,7.48577
28/07/18,7.48577
29/07/18,7.48577
30/07/18,7.48415
31/07/18,7.48477
1/08/18,7.48405
2/08/18,7.4884
3/08/18,7.48659
4/08/18,7.48659
5/08/18,7.48659
6/08/18,7.48536
7/08/18,7.48269
8/08/18,7.48487
9/08/18,7.48541
10/08/18,7.48332
11/08/18,7.48332
12/08/18,7.48332
13/08/18,7.48156
14/08/18,7.48051
15/08/18,7.48051
16/08/18,7.48209
17/08/18,7.48205
18/08/18,7.48205
19/08/18,7.48205
20/08/18,7.48911
21/08/18,7.49348
22/08/18,7.50591
23/08/18,7.52114
24/08/18,7.52649
25/08/18,7.52649
26/08/18,7.52649
27/08/18,7.5341
28/08/18,7.54193
29/08/18,7.54823
30/08/18,7.55456
31/08/18,7.56254
1/09/18,7.56254
2/09/18,7.56254
3/09/18,7.5715
4/09/18,7.58791
5/09/18,7.58912
6/09/18,7.60397
7/09/18,7.62148
8/09/18,7.62148
9/09/18,7.62148
10/09/18,7.6373
11/09/18,7.64822
12/09/18,7.65366
13/09/18,7.65455
14/09/18,7.65455
15/09/18,7.65455
16/09/18,7.65455
17/09/18,7.65951
18/09/18,7.66453
19/09/18,7.67223
20/09/18,7.6885
21/09/18,7.70422
22/09/18,7.70422
23/09/18,7.70422
24/09/18,7.70983
25/09/18,7.70951
26/09/18,7.70445
27/09/18,7.70374
28/09/18,7.70206
29/09/18,7.70206
30/09/18,7.70206
1/10/18,7.69836
2/10/18,7.69961
3/10/18,7.70059
4/10/18,7.69991
5/10/18,7.69883
6/10/18,7.69883
7/10/18,7.69883
8/10/18,7.70017
9/10/18,7.7064
10/10/18,7.70767
11/10/18,7.71494
12/10/18,7.71494
13/10/18,7.71494
14/10/18,7.71494
15/10/18,7.72351
16/10/18,7.72678
17/10/18,7.73596
18/10/18,7.73678
19/10/18,7.74183
20/10/18,7.74183
21/10/18,7.74183
22/10/18,7.74183
23/10/18,7.7462
24/10/18,7.7475
25/10/18,7.74961
26/10/18,7.74534
27/10/18,7.74534
28/10/18,7.74534
29/10/18,7.74307
30/10/18,7.7374
31/10/18,7.7334
1/11/18,7.7334
2/11/18,7.72162
3/11/18,7.72162
4/11/18,7.72162
5/11/18,7.71656
6/11/18,7.70913
7/11/18,7.70459
8/11/18,7.69478
9/11/18,7.69015
10/11/18,7.69015
11/11/18,7.69015
12/11/18,7.6957
13/11/18,7.6986
14/11/18,7.69484
15/11/18,7.69549
16/11/18,7.69649
17/11/18,7.69649
18/11/18,7.69649
19/11/18,7.69738
20/11/18,7.69598
21/11/18,7.6943
22/11/18,7.69551
23/11/18,7.69401
24/11/18,7.69401
25/11/18,7.69401
26/11/18,7.69313
27/11/18,7.70028
28/11/18,7.69664
29/11/18,7.6967
30/11/18,7.70115
1/12/18,7.70115
2/12/18,7.70115
3/12/18,7.70414
4/12/18,7.70996
5/12/18,7.71954
6/12/18,7.72058
7/12/18,7.72843
8/12/18,7.72843
9/12/18,7.72843
10/12/18,7.72773
11/12/18,7.73026
12/12/18,7.73056
13/12/18,7.73038
14/12/18,7.72977
15/12/18,7.72977
16/12/18,7.72977
17/12/18,7.7386
18/12/18,7.7463
19/12/18,7.74502
20/12/18,7.74145
21/12/18,7.73892
22/12/18,7.73892
23/12/18,7.73892
24/12/18,7.73552
25/12/18,7.73552
26/12/18,7.73582
27/12/18,7.73718
28/12/18,7.73695
29/12/18,7.73695
30/12/18,7.73695
31/12/18,7.73695
1/01/19,7.73695
2/01/19,7.73248
3/01/19,7.7302
4/01/19,7.72824
5/01/19,7.72824
6/01/19,7.72824
7/01/19,7.72825
8/01/19,7.7267
9/01/19,7.72707
10/01/19,7.72621
11/01/19,7.72582
12/01/19,7.72582
13/01/19,7.72582
14/01/19,7.72847
15/01/19,7.72379
16/01/19,7.72622
17/01/19,7.72311
18/01/19,7.72226
19/01/19,7.72226
20/01/19,7.72226
21/01/19,7.72376
22/01/19,7.72366
23/01/19,7.72459
24/01/19,7.72765
25/01/19,7.72917
26/01/19,7.72917
27/01/19,7.72917
28/01/19,7.73199
29/01/19,7.73738
30/01/19,7.74444
31/01/19,7.76425
1/02/19,7.76239
2/02/19,7.76239
3/02/19,7.76239
4/02/19,7.7626
5/02/19,7.75934
6/02/19,7.75849
7/02/19,7.75362
8/02/19,7.75143
9/02/19,7.75143
10/02/19,7.75143
11/02/19,7.74481
12/02/19,7.74786
13/02/19,7.74271
14/02/19,7.74017
15/02/19,7.73771
16/02/19,7.73771
17/02/19,7.73771
18/02/19,7.72983
19/02/19,7.72228
20/02/19,7.72134
21/02/19,7.72108
22/02/19,7.71924
23/02/19,7.71924
24/02/19,7.71924
25/02/19,7.71361
26/02/19,7.71091
27/02/19,7.71045
28/02/19,7.70778
1/03/19,7.70445
2/03/19,7.70445
3/03/19,7.70445
4/03/19,7.70537
5/03/19,7.70243
6/03/19,7.6994
7/03/19,7.69823
8/03/19,7.69653
9/03/19,7.69653
10/03/19,7.69653
11/03/19,7.69333
12/03/19,7.69438
13/03/19,7.69433
14/03/19,7.68603
15/03/19,7.69214
16/03/19,7.69214
17/03/19,7.69214
18/03/19,7.69154
19/03/19,7.69039
20/03/19,7.68898
21/03/19,7.68497
22/03/19,7.68067
23/03/19,7.68067
24/03/19,7.68067
25/03/19,7.67577
26/03/19,7.67909
27/03/19,7.6769
28/03/19,7.6792
29/03/19,7.68104
30/03/19,7.68104
31/03/19,7.68104
1/04/19,7.68031
2/04/19,7.67452
3/04/19,7.67399
4/04/19,7.66934
5/04/19,7.66855
6/04/19,7.66855
7/04/19,7.66855
8/04/19,7.65806
9/04/19,7.64809
10/04/19,7.64366
11/04/19,7.63603
12/04/19,7.63445
13/04/19,7.63445
14/04/19,7.63445
15/04/19,7.63429
16/04/19,7.63108
17/04/19,7.62817
18/04/19,7.62817
19/04/19,7.62817
20/04/19,7.62817
21/04/19,7.62817
22/04/19,7.62409
23/04/19,7.62187
24/04/19,7.62239
25/04/19,7.63297
26/04/19,7.64411
27/04/19,7.64411
28/04/19,7.64411
29/04/19,7.64411
30/04/19,7.65219
1/05/19,7.65228
2/05/19,7.65683
3/05/19,7.65718
4/05/19,7.65718
5/05/19,7.65718
6/05/19,7.65604
7/05/19,7.65644
8/05/19,7.65613
9/05/19,7.65443
10/05/19,7.65614
11/05/19,7.65614
12/05/19,7.65614
13/05/19,7.65274
14/05/19,7.65357
15/05/19,7.6537
16/05/19,7.65714
17/05/19,7.66162
18/05/19,7.66162
19/05/19,7.66162
20/05/19,7.65827
21/05/19,7.66192
22/05/19,7.66578
23/05/19,7.6683
24/05/19,7.68075
25/05/19,7.68075
26/05/19,7.68075
27/05/19,7.68826
28/05/19,7.70055
29/05/19,7.70191
30/05/19,7.71248
31/05/19,7.7227
1/06/19,7.7227
2/06/19,7.7227
3/06/19,7.71675
4/06/19,7.71465
5/06/19,7.71156
6/06/19,7.7095
7/06/19,7.70576
8/06/19,7.70576
9/06/19,7.70576
10/06/19,7.70183
11/06/19,7.69664
12/06/19,7.69365
13/06/19,7.69442
14/06/19,7.69462
15/06/19,7.69462
16/06/19,7.69462
17/06/19,7.69217
18/06/19,7.69626
19/06/19,7.70029
20/06/19,7.70266
21/06/19,7.70228
22/06/19,7.70228
23/06/19,7.70228
24/06/19,7.70543
25/06/19,7.70907
26/06/19,7.71227
27/06/19,7.71455
28/06/19,7.70823
29/06/19,7.70823
30/06/19,7.70823
1/07/19,7.70823
2/07/19,7.70823
3/07/19,7.70168
4/07/19,7.69571
5/07/19,7.69476
6/07/19,7.69476
7/07/19,7.69476
8/07/19,7.68757
9/07/19,7.68019
10/07/19,7.67423
11/07/19,7.67558
12/07/19,7.6785
13/07/19,7.6785
14/07/19,7.6785
15/07/19,7.6709
16/07/19,7.66706
17/07/19,7.66775
18/07/19,7.66198
19/07/19,7.65753
20/07/19,7.65753
21/07/19,7.65753
22/07/19,7.65107
23/07/19,7.64833
24/07/19,7.65113
25/07/19,7.66257
26/07/19,7.66851
27/07/19,7.66851
28/07/19,7.66851
29/07/19,7.6795
30/07/19,7.68197
31/07/19,7.68161
1/08/19,7.67597
2/08/19,7.67201
3/08/19,7.67201
4/08/19,7.67201
5/08/19,7.6647
6/08/19,7.66258
7/08/19,7.6626
8/08/19,7.66488
9/08/19,7.66499
10/08/19,7.66499
11/08/19,7.66499
12/08/19,7.66867
13/08/19,7.67125
14/08/19,7.67325
15/08/19,7.67325
16/08/19,7.67226
17/08/19,7.67226
18/08/19,7.67226
19/08/19,7.67135
20/08/19,7.67255
21/08/19,7.67146
22/08/19,7.67178
23/08/19,7.67193
24/08/19,7.67193
25/08/19,7.67193
26/08/19,7.66866
27/08/19,7.66837
28/08/19,7.67421
29/08/19,7.67454
30/08/19,7.68091
31/08/19,7.68091
1/09/19,7.68091
2/09/19,7.68019
3/09/19,7.68046
4/09/19,7.68107
5/09/19,7.68209
6/09/19,7.68584
7/09/19,7.68584
8/09/19,7.68584
9/09/19,7.6998
10/09/19,7.70358
11/09/19,7.70908
12/09/19,7.70894
13/09/19,7.70732
14/09/19,7.70732
15/09/19,7.70732
16/09/19,7.70732
17/09/19,7.70325
18/09/19,7.70283
19/09/19,7.70525
20/09/19,7.71186
21/09/19,7.71186
22/09/19,7.71186
23/09/19,7.71494
24/09/19,7.72059
25/09/19,7.72266
26/09/19,7.72934
27/09/19,7.7317
28/09/19,7.7317
29/09/19,7.7317
30/09/19,7.73551
1/10/19,7.73978
2/10/19,7.75378
3/10/19,7.75781
4/10/19,7.77061
5/10/19,7.77061
6/10/19,7.77061
7/10/19,7.77457
8/10/19,7.77628
9/10/19,7.7789
10/10/19,7.77815
11/10/19,7.77815
12/10/19,7.77815
13/10/19,7.77815
14/10/19,7.77186
15/10/19,7.77059
16/10/19,7.77368
17/10/19,7.77316
18/10/19,7.77074
19/10/19,7.77074
20/10/19,7.77074
21/10/19,7.77074
22/10/19,7.7669
23/10/19,7.76558
24/10/19,7.76327
25/10/19,7.75533
26/10/19,7.75533
27/10/19,7.75533
28/10/19,7.74661
29/10/19,7.73503
30/10/19,7.72046
31/10/19,7.71001
1/11/19,7.71001
2/11/19,7.71001
3/11/19,7.71001
4/11/19,7.70849
5/11/19,7.69841
6/11/19,7.69492
7/11/19,7.69473
8/11/19,7.69679
9/11/19,7.69679
10/11/19,7.69679
11/11/19,7.70291
12/11/19,7.71584
13/11/19,7.70927
14/11/19,7.71191
15/11/19,7.70808
16/11/19,7.70808
17/11/19,7.70808
18/11/19,7.70387
19/11/19,7.7035
20/11/19,7.70272
21/11/19,7.70112
22/11/19,7.70744
23/11/19,7.70744
24/11/19,7.70744
25/11/19,7.70396
26/11/19,7.7034
27/11/19,7.70171
28/11/19,7.70196
29/11/19,7.70254
30/11/19,7.70254
1/12/19,7.70254
2/12/19,7.69993
3/12/19,7.69237
4/12/19,7.68731
5/12/19,7.68281
6/12/19,7.6796
7/12/19,7.6796
8/12/19,7.6796
9/12/19,7.67369
10/12/19,7.66967
11/12/19,7.66848
12/12/19,7.6713
13/12/19,7.67979
14/12/19,7.67979
15/12/19,7.67979
16/12/19,7.68029
17/12/19,7.68477
18/12/19,7.68321
19/12/19,7.68863
20/12/19,7.6945
21/12/19,7.6945
22/12/19,7.6945
23/12/19,7.70124
24/12/19,7.703
25/12/19,7.703
26/12/19,7.69934
27/12/19,7.69862
28/12/19,7.69862
29/12/19,7.69862
30/12/19,7.69884
31/12/19,7.69884
1/01/20,7.69884
2/01/20,7.6991
3/01/20,7.70711
4/01/20,7.70711
5/01/20,7.70711
6/01/20,7.70715
7/01/20,7.70704
8/01/20,7.71017
9/01/20,7.71434
10/01/20,7.71362
11/01/20,7.71362
12/01/20,7.71362
13/01/20,7.71043
14/01/20,7.70629
15/01/20,7.70183
16/01/20,7.69695
17/01/20,7.69441
18/01/20,7.69441
19/01/20,7.69441
20/01/20,7.69116
21/01/20,7.69061
22/01/20,7.68817
23/01/20,7.68667
24/01/20,7.68362
25/01/20,7.68362
26/01/20,7.68362
27/01/20,7.67562
28/01/20,7.6779
29/01/20,7.67272
30/01/20,7.6686
31/01/20,7.66401
1/02/20,7.66401
2/02/20,7.66401
3/02/20,7.65827
4/02/20,7.65224
5/02/20,7.64549
6/02/20,7.64626
7/02/20,7.64851
8/02/20,7.64851
9/02/20,7.64851
10/02/20,7.64658
11/02/20,7.64377
12/02/20,7.6412
13/02/20,7.63811
14/02/20,7.63636
15/02/20,7.63636
16/02/20,7.63636
17/02/20,7.63395
18/02/20,7.6391
19/02/20,7.63883
20/02/20,7.64218
21/02/20,7.64393
22/02/20,7.64393
23/02/20,7.64393
24/02/20,7.64319
25/02/20,7.64616
26/02/20,7.65202
27/02/20,7.66928
28/02/20,7.67884
29/02/20,7.67884
1/03/20,7.67884
2/03/20,7.68058
3/03/20,7.67454
4/03/20,7.67279
5/03/20,7.67581
6/03/20,7.67024
7/03/20,7.67024
8/03/20,7.67024
9/03/20,7.67278
10/03/20,7.66555
11/03/20,7.66021
12/03/20,7.65385
13/03/20,7.6504
14/03/20,7.6504
15/03/20,7.6504
16/03/20,7.64678
17/03/20,7.64355
18/03/20,7.64076
19/03/20,7.63643
20/03/20,7.64301
21/03/20,7.64301
22/03/20,7.64301
23/03/20,7.67474
24/03/20,7.75213
25/03/20,7.92793
26/03/20,7.79488
27/03/20,7.74591
28/03/20,7.74591
29/03/20,7.74591
30/03/20,7.71441
31/03/20,7.68467
1/04/20,7.69774
2/04/20,7.70159
3/04/20,7.69881
4/04/20,7.69881
5/04/20,7.69881
6/04/20,7.71629
7/04/20,7.70779
8/04/20,7.70585
9/04/20,7.70585
10/04/20,7.70585
11/04/20,7.70585
12/04/20,7.70585
13/04/20,7.70659
14/04/20,7.70637
15/04/20,7.70748
16/04/20,7.70856
17/04/20,7.71031
18/04/20,7.71031
19/04/20,7.71031
20/04/20,7.70707
21/04/20,7.71047
22/04/20,7.71099
23/04/20,7.70876
24/04/20,7.7121
25/04/20,7.7121
26/04/20,7.7121
27/04/20,7.70435
28/04/20,7.70677
29/04/20,7.71402
30/04/20,7.71244
1/05/20,7.71244
2/05/20,7.71244
3/05/20,7.71244
4/05/20,7.70989
5/05/20,7.70694
6/05/20,7.70552
7/05/20,7.70412
8/05/20,7.70319
9/05/20,7.70319
10/05/20,7.70319
11/05/20,7.70279
12/05/20,7.69601
13/05/20,7.69791
14/05/20,7.6971
15/05/20,7.69932
16/05/20,7.69932
17/05/20,7.69932
18/05/20,7.69932
19/05/20,7.69441
20/05/20,7.69551
21/05/20,7.69287
22/05/20,7.69203
23/05/20,7.69203
24/05/20,7.69203
25/05/20,7.69347
26/05/20,7.6891
27/05/20,7.69216
28/05/20,7.69153
29/05/20,7.68949
30/05/20,7.68949
31/05/20,7.68949
1/06/20,7.68962
2/06/20,7.68596
3/06/20,7.68571
4/06/20,7.6835
5/06/20,7.68541
6/06/20,7.68541
7/06/20,7.68541
8/06/20,7.68829
9/06/20,7.68923
10/06/20,7.69288
11/06/20,7.69563
12/06/20,7.70041
13/06/20,7.70041
14/06/20,7.70041
15/06/20,7.70262
16/06/20,7.70792
17/06/20,7.70464
18/06/20,7.70646
19/06/20,7.70867
20/06/20,7.70867
21/06/20,7.70867
22/06/20,7.70359
23/06/20,7.69889
24/06/20,7.7028
25/06/20,7.70028
26/06/20,7.70026
27/06/20,7.70026
28/06/20,7.70026
29/06/20,7.70026
30/06/20,7.70026
1/07/20,7.70421
2/07/20,7.69911
3/07/20,7.70365
4/07/20,7.70365
5/07/20,7.70365
6/07/20,7.70416
7/07/20,7.70401
8/07/20,7.69939
9/07/20,7.69551
10/07/20,7.69771
11/07/20,7.69771
12/07/20,7.69771
13/07/20,7.69296
14/07/20,7.69193
15/07/20,7.69168
16/07/20,7.69051
17/07/20,7.68992
18/07/20,7.68992
19/07/20,7.68992
20/07/20,7.69145
21/07/20,7.68885
22/07/20,7.69176
23/07/20,7.69095
24/07/20,7.68863
25/07/20,7.68863
26/07/20,7.68863
27/07/20,7.69427
28/07/20,7.69563
29/07/20,7.6988
30/07/20,7.70133
31/07/20,7.70871
1/08/20,7.70871
2/08/20,7.70871
3/08/20,7.70888
4/08/20,7.70698
5/08/20,7.70555
6/08/20,7.70086
7/08/20,7.7007
8/08/20,7.7007
9/08/20,7.7007
10/08/20,7.70025
11/08/20,7.69972
12/08/20,7.70296
13/08/20,7.70105
14/08/20,7.70105
15/08/20,7.70105
16/08/20,7.70105
17/08/20,7.70024
18/08/20,7.69648
19/08/20,7.69894
20/08/20,7.69998
21/08/20,7.70132
22/08/20,7.70132
23/08/20,7.70132
24/08/20,7.69595
25/08/20,7.69823
26/08/20,7.70262
27/08/20,7.71029
28/08/20,7.72508
29/08/20,7.72508
30/08/20,7.72508
31/08/20,7.72991
1/09/20,7.72961
2/09/20,7.72672
3/09/20,7.72938
4/09/20,7.7349
5/09/20,7.7349
6/09/20,7.7349
7/09/20,7.73182
8/09/20,7.73932
9/09/20,7.74131
10/09/20,7.75328
11/09/20,7.75858
12/09/20,7.75858
13/09/20,7.75858
14/09/20,7.75927
15/09/20,7.75927
16/09/20,7.75303
17/09/20,7.7565
18/09/20,7.75687
19/09/20,7.75687
20/09/20,7.75687
21/09/20,7.7661
22/09/20,7.75888
23/09/20,7.76677
24/09/20,7.7863
25/09/20,7.78459
26/09/20,7.78459
27/09/20,7.78459
28/09/20,7.7823
29/09/20,7.78543
30/09/20,7.78602
1/10/20,7.78375
2/10/20,7.78222
3/10/20,7.78222
4/10/20,7.78222
5/10/20,7.77718
6/10/20,7.77848
7/10/20,7.77686
8/10/20,7.77703
9/10/20,7.77514
10/10/20,7.77514
11/10/20,7.77514
12/10/20,7.77514
13/10/20,7.78165
14/10/20,7.77696
15/10/20,7.7795
16/10/20,7.78231
17/10/20,7.78231
18/10/20,7.78231
19/10/20,7.78355
20/10/20,7.78355
